id,path
11344,7 8 41 42 18 42 9 10
25472,7 8 43 56 30 32 33 18 19
11202,7 8 43 39 13 32 33 22 12 9 10
18767,7 8 50 39 13 23 24 22 33 104 29 40 9 10
9536,7 8 17 17 21 22 18 9 4
21059,7 8 56 30 31 14 9 10
26698,20 28 32 21 23 21 22 18 10
12902,1 8 39 77 78 52 40 9 4
20734,7 8 32 33 22 12 9 4
15333,20 41 11 21 32 21 22 33 36 9 4
7794,1 8 53 23 24 22 12 9 4
20637,1 8 66 53 103 104 104 57 67 40 9 4
20733,7 8 32 33 22 12 9 10
14414,1 8 77 21 22 33 29 9 10
19060,7 8 28 30 31 57 44 40 9 4
5554,7 8 74 41 43 11 21 22 12 9 10
12887,1 8 39 101 102 9 4
16044,20 74 11 21 23 21 22 12 9 4
5553,7 8 74 41 43 11 21 22 12 9 4
16045,20 74 11 21 23 21 22 12 9 10
20636,1 8 66 53 103 104 104 57 67 40 9 10
9541,7 8 28 30 31 57 44 40 9 10
3789,7 8 39 17 28 32 33 22 78 9 4
14179,7 8 60 17 21 22 33 104 38 9 10
1630,20 43 98 11 21 22 18 19
11500,7 8 17 88 32 21 23 21 22 33 29 9 10
14180,7 8 60 17 21 22 33 104 38 9 4
3045,20 11 21 22 33 31 36 44 9 10
23144,1 8 51 52 44 9 4
11115,7 8 39 17 28 32 33 22 78 9 10
16801,1 8 15 11 12 40 9 10
2107,1 8 74 37 23 24 22 49 9 4
17906,1 8 41 43 11 21 22 33 54 9 4
17794,7 8 39 53 30 32 33 49 9 4
11951,7 8 37 38 75 99 9 10
24758,7 8 51 74 17 21 22 61 19
17852,1 8 17 51 11 21 22 33 14 9 4
19217,7 8 39 53 30 32 33 49 9 10
2108,1 8 74 37 23 24 22 49 9 10
20388,1 17 21 22 33 57 9 4
23145,1 8 51 52 44 9 10
3012,1 8 28 103 104 29 9 10
3044,20 11 21 22 33 31 36 44 9 4
19279,1 8 28 32 33 22 61 59 40 9 4
17853,1 8 17 51 11 21 22 33 14 9 10
18171,1 8 28 32 33 22 61 59 40 9 10
1733,1 8 28 103 104 29 9 4
19413,7 8 77 88 32 21 47 21 22 61 19
1629,20 43 98 11 21 22 18 10
20562,1 8 66 28 32 33 22 49 9 4
418,7 8 17 63 21 32 33 34 22 18 10
17231,1 8 11 21 22 24 29 81 9 10
3034,7 8 35 30 31 36 44 9 4
5277,20 43 39 11 47 21 32 21 22 33 36 9 4
3615,7 8 35 30 31 36 44 9 10
19244,1 8 11 32 21 47 21 22 33 14 9 4
24206,1 8 11 32 21 47 21 22 33 14 9 10
17230,1 8 11 21 22 24 29 81 9 4
10756,1 8 17 32 33 34 18 9 10
5592,7 8 50 47 48 22 22 78 9 4
5593,7 8 50 47 48 22 22 78 9 10
5276,20 43 39 11 47 21 32 21 22 33 36 9 10
17363,1 8 17 32 33 22 49 9 4
14123,1 8 17 32 33 22 49 9 10
4790,20 41 17 18 75 9 4
22169,7 8 17 18 40 67 9 4
7574,7 8 50 47 48 22 33 31 36 9 10
22170,7 8 17 18 40 67 9 10
11640,20 13 109 110 14 69 9 4
11641,20 13 109 110 14 69 9 10
6025,1 8 17 32 33 34 18 19
17947,1 8 13 30 31 38 40 40 9 4
4791,20 41 17 18 75 9 10
12839,7 8 53 30 31 57 40 9 10
6024,1 8 17 32 33 34 18 10
13837,7 8 74 74 43 11 21 23 21 22 33 29 9 4
11565,1 8 17 21 23 21 22 18 10
13836,7 8 74 74 43 11 21 23 21 22 33 29 9 10
4148,1 8 74 75 75 42 9 4
13667,1 8 50 21 88 32 21 23 21 22 61 9 4
18604,7 8 66 53 32 33 22 78 67 9 4
18607,7 8 66 53 32 33 22 78 67 9 10
19804,20 43 39 39 11 21 22 49 9 10
6768,1 8 74 75 75 42 9 10
10255,1 17 21 32 21 22 33 38 40 9 4
13668,1 8 50 21 88 32 21 23 21 22 61 9 10
21196,7 8 60 17 21 22 33 38 38 9 4
11566,1 8 17 21 23 21 22 18 19
2905,1 17 11 21 23 21 22 12 9 10
17948,1 8 13 30 31 38 40 40 9 10
8563,1 8 35 32 33 22 12 81 9 10
10684,1 17 21 32 21 22 33 38 40 9 10
2906,1 17 11 21 23 21 22 12 9 4
19746,7 8 13 23 24 22 33 31 14 9 4
19745,7 8 13 23 24 22 33 31 14 9 10
26128,7 8 41 28 32 33 22 12 40 9 10
3761,1 8 51 52 42 75 19
26129,7 8 41 28 32 33 22 12 40 9 4
13319,7 8 13 30 31 14 81 9 10
15493,7 8 53 23 24 22 12 81 9 10
21481,20 41 43 11 21 22 12 9 10
23978,1 8 39 37 38 18 19
21480,20 41 43 11 21 22 12 9 4
24218,7 8 43 11 21 32 21 47 21 22 48 12 9 10
15496,7 8 53 23 24 22 12 81 9 4
15929,7 8 56 23 24 22 33 57 40 9 10
21880,7 5 21 22 33 29 69 9 10
25267,7 8 56 23 24 22 33 57 40 9 4
24272,7 8 39 56 23 24 22 12 40 9 10
25620,7 8 17 21 23 21 22 18 9 10
6948,1 8 68 28 32 33 22 12 9 4
8564,1 8 35 32 33 22 12 81 9 4
25950,7 8 39 56 23 24 22 12 40 9 4
11414,1 8 43 44 69 9 4
24789,7 8 17 11 21 47 21 22 18 10
13312,7 8 13 30 31 14 81 9 4
17123,1 8 43 44 69 9 10
13507,1 8 68 28 32 33 22 12 9 10
25455,7 8 41 35 23 24 22 12 9 4
25536,1 8 41 42 75 18 10
21881,7 5 21 22 33 29 69 9 4
3398,7 8 53 30 31 57 40 9 4
20355,7 8 41 74 43 17 21 32 21 22 61 19
16301,7 8 56 57 42 52 9 10
16800,1 8 15 11 12 40 9 4
26944,1 8 41 11 21 22 33 38 9 4
17312,1 8 50 21 32 33 34 22 33 38 9 10
19853,7 8 56 57 42 52 9 4
17313,1 8 50 21 32 33 34 22 33 38 9 4
26521,1 8 41 11 21 22 33 38 9 10
17867,1 8 41 13 32 33 18 10
5135,7 8 43 11 21 32 21 47 21 22 48 12 9 4
23977,1 8 39 37 38 18 10
5373,20 13 23 24 22 18 19
10762,20 17 32 21 22 33 29 9 4
7227,7 8 66 53 32 33 22 12 67 9 4
23255,7 8 41 39 35 30 31 29 9 10
32,1 8 11 21 22 24 14 9 4
17292,1 8 39 60 11 21 32 47 21 22 12 40 9 10
23254,7 8 41 39 35 30 31 29 9 4
33,1 8 11 21 22 24 14 9 10
376,20 11 47 48 57 9 4
7236,7 8 66 53 32 33 22 12 67 9 10
5372,20 13 23 24 22 18 10
5489,7 8 39 40 42 40 9 10
22144,7 8 39 11 12 44 40 40 9 10
3113,1 17 88 32 21 47 21 22 61 19
22145,7 8 39 11 12 44 40 40 9 4
7505,1 8 28 103 104 29 18 10
14075,1 8 17 37 30 47 48 49 9 4
408,7 8 53 54 18 19
14515,1 8 17 37 30 47 48 49 9 10
21256,7 8 30 47 48 49 9 10
5488,7 8 39 40 42 40 9 4
23282,1 8 15 35 36 16 44 9 4
13251,7 8 77 21 47 21 22 33 29 9 10
12069,20 17 43 43 43 11 21 22 18 19
16951,1 8 39 13 32 33 33 29 69 40 9 10
377,20 11 47 48 57 9 10
25824,7 8 30 47 48 49 9 4
9428,1 8 74 43 44 44 9 4
22596,1 8 39 13 32 33 33 29 69 40 9 4
18500,1 8 74 43 44 44 9 10
12511,1 8 50 47 48 22 33 38 67 9 4
19200,7 8 50 21 32 21 112 113 14 9 4
1151,7 8 17 13 14 18 9 4
26051,1 17 13 13 14 19
2321,7 8 56 57 52 9 4
4926,7 8 56 57 52 9 10
8162,1 8 43 80 37 38 81 44 9 4
18186,7 8 15 17 47 21 22 61 19
11447,7 8 11 12 52 99 75 40 9 4
20881,7 8 41 43 39 13 32 33 22 12 9 10
407,7 8 53 54 18 10
2137,7 8 17 21 22 61 9 4
13701,1 8 50 47 48 22 33 38 67 9 10
22109,7 8 50 21 32 21 112 113 14 9 10
8163,1 8 43 80 37 38 81 44 9 10
2138,7 8 17 21 22 61 9 10
20921,20 43 17 21 22 18 42 9 4
4822,1 8 17 21 22 33 31 57 9 10
17051,20 37 30 32 33 22 61 44 18 10
23455,7 8 41 43 39 13 32 33 22 12 9 4
21656,1 8 74 98 17 32 33 34 18 10
9725,1 8 17 35 32 33 62
26209,83 21 32 33 34 33 31 57 9 4
14029,7 8 11 12 75 99 42 9 4
26208,83 21 32 33 34 33 31 57 9 10
8368,7 8 43 44 52 18 9 4
4821,1 8 17 21 22 33 31 57 9 4
26518,7 8 56 32 33 22 33 38 9 10
10017,1 8 53 54 99 100
6477,20 79 28 30 31 29 18 9 4
17808,7 8 80 17 21 22 49 9 4
13664,65 21 32 21 47 21 22 12 9 10
13665,65 21 32 21 47 21 22 12 9 4
23900,1 8 66 17 21 22 18 67 9 10
9794,7 8 15 17 21 22 18 19
25529,20 79 28 30 31 29 18 9 10
6406,7 8 41 17 43 41 11 21 32 33 34 22 33 104 29 9 10
17807,7 8 80 17 21 22 49 9 10
8426,1 8 43 37 47 48 49 9 4
20869,1 8 66 17 21 22 18 67 9 4
8427,1 8 43 37 47 48 49 9 10
9793,7 8 15 17 21 22 18 10
6318,7 8 41 17 18 19
18457,20 17 88 32 21 22 62
22292,20 17 88 32 21 22 61
1020,7 8 39 11 12 19
25513,7 8 15 37 38 16 44 9 4
9806,7 8 15 37 38 16 44 9 10
11290,1 8 74 43 44 42 75 19
17661,7 8 39 17 21 47 21 22 45
25947,7 8 17 11 21 22 18 9 4
23083,1 8 43 17 18 44 67 9 10
7006,7 8 17 11 21 22 18 9 10
12068,20 17 43 43 43 11 21 22 18 10
865,1 8 60 17 21 22 33 54 9 10
24919,7 8 56 30 23 24 22 33 36 9 4
15873,20 11 21 22 113 22 78 9 4
23082,1 8 43 17 18 44 67 9 4
22959,7 8 17 21 21 22 61 19
20306,20 68 28 32 33 22 113 22 12 9 10
25945,65 21 23 21 22 61 9 4
7725,20 68 28 32 33 12 40 9 4
15872,20 11 21 22 113 22 78 9 10
26378,7 8 73 21 32 21 47 21 22 18 10
1750,20 41 17 41 42 75 19
1879,1 8 60 17 21 22 33 54 9 4
10675,7 8 39 17 21 47 21 22 62
17149,7 8 37 109 32 33 18 10
25323,1 8 77 47 48 22 33 29 69 9 4
20423,1 8 77 47 48 22 33 29 69 9 10
26379,7 8 73 21 32 21 47 21 22 18 19
11173,7 8 50 21 32 33 34 33 104 31 54 40 9 10
23060,20 68 28 32 33 12 40 9 10
11172,7 8 50 21 32 33 34 33 104 31 54 40 9 4
17322,7 8 37 109 32 33 18 19
25946,65 21 23 21 22 61 9 10
8249,1 8 15 53 30 32 33 22 12 16 9 10
21057,7 8 17 41 74 41 37 47 48 49 9 10
7806,20 13 23 24 22 33 29 40 9 10
13267,1 8 15 53 30 32 33 22 12 16 9 4
4797,1 8 17 17 21 22 18 10
4356,20 17 47 21 22 48 12 9 10
4355,20 17 47 21 22 48 12 9 4
10274,20 17 32 21 22 33 29 9 10
7805,20 13 23 24 22 33 29 40 9 4
17063,1 8 17 17 21 22 18 19
2761,20 41 39 11 12 19
6685,20 17 21 88 32 88 32 21 22 62
2699,7 8 43 11 21 47 21 22 18 10
8875,1 8 39 17 21 47 21 22 61 40 9 10
25392,7 8 41 39 11 21 47 21 22 18 10
4009,1 8 37 32 33 49 9 4
18577,65 21 91 21 22 55 9 4
23620,20 17 32 21 22 24 36 9 10
1685,7 8 50 21 23 21 22 12 40 9 10
4673,20 28 32 33 22 33 57 9 10
7757,20 17 21 32 21 22 33 104 29 9 4
8876,1 8 39 17 21 47 21 22 61 40 9 4
2700,7 8 43 11 21 47 21 22 18 19
2861,7 8 53 54 44 19
7758,20 17 21 32 21 22 33 104 29 9 10
13409,20 43 41 39 11 12 40 9 4
24818,20 43 11 21 32 21 22 33 38 9 4
4637,1 17 18 75 44 18 10
13410,20 43 41 39 11 12 40 9 10
6708,1 8 39 41 28 29 9 4
24780,7 8 43 17 37 38 9 10
21316,20 13 32 33 22 33 29 9 10
21961,7 8 39 13 30 30 23 24 22 49 9 4
13222,1 8 37 32 33 49 9 10
21317,20 13 32 33 22 33 29 9 4
18578,65 21 91 21 22 55 9 10
1297,7 8 50 21 23 21 22 12 40 9 4
6707,1 8 39 41 28 29 9 10
26707,1 8 11 21 21 21 21 32 33 34 33 38 9 4
25854,7 8 60 17 21 22 22 40 40 9 4
23347,7 8 50 47 48 22 33 104 110 54 40 9 4
25855,7 8 60 17 21 22 22 40 40 9 10
23348,7 8 50 47 48 22 33 104 110 54 40 9 10
25503,1 8 43 43 43 11 21 32 33 34 22 12 9 4
23317,1 8 43 43 43 11 21 32 33 34 22 12 9 10
4674,20 28 32 33 22 33 57 9 4
17668,20 43 39 11 21 22 48 12 9 4
14174,1 8 35 103 32 33 22 33 31 54 9 4
26408,7 8 11 32 33 22 33 12 9 4
5857,20 53 23 24 22 33 29 9 4
6257,20 41 56 23 24 22 24 57 9 10
23772,7 8 41 17 21 22 62
23750,20 56 114 115 18 10
6256,20 41 56 23 24 22 24 57 9 4
5858,20 53 23 24 22 33 29 9 10
26241,1 8 35 103 32 33 22 33 31 54 9 10
25661,20 11 21 32 33 34 33 31 38 40 67 9 4
5448,7 8 39 77 21 47 21 47 21 22 48 12 9 4
2324,1 8 68 69 9 10
23302,20 43 56 112 21 22 18 10
15593,1 8 80 43 11 32 33 34 33 31 54 9 10
10979,1 8 17 37 32 33 18 10
15736,1 8 63 21 22 18 44 9 10
26416,1 8 43 11 32 21 22 33 12 9 10
359,20 43 11 32 33 34 12 9 10
360,20 43 11 32 33 34 12 9 4
12808,7 8 39 77 21 47 21 47 21 22 48 12 9 10
2286,1 8 68 69 9 4
1752,7 8 41 17 43 44 42 18 10
24817,20 43 11 21 32 21 22 33 38 9 10
4494,1 8 39 13 32 33 62
23303,20 43 56 112 21 22 18 19
25216,7 8 11 47 48 22 49 9 4
16975,7 8 41 28 32 33 18 10
14192,1 8 39 43 11 21 22 33 38 9 4
14191,1 8 39 43 11 21 22 33 38 9 10
2233,1 8 74 17 98 51 52 18 10
26415,1 8 43 11 32 21 22 33 12 9 4
7447,1 8 41 73 32 33 34 22 18 10
26281,7 8 51 74 41 11 21 22 113 22 12 9 10
10816,1 8 11 21 22 33 31 36 9 4
9572,7 8 39 60 17 18 59 40 40 9 4
9573,7 8 39 60 17 18 59 40 40 9 10
25662,20 11 21 32 33 34 33 31 38 40 67 9 10
10815,1 8 11 21 22 33 31 36 9 10
24029,1 8 98 17 51 11 21 22 33 38 38 9 10
7869,7 8 50 32 21 47 21 22 33 29 9 10
4239,20 41 39 17 21 32 33 34 22 18 10
6440,20 56 32 21 22 33 29 9 4
4240,20 41 39 17 21 32 33 34 22 18 19
24124,20 56 32 21 22 33 29 9 10
7610,1 8 74 51 11 21 23 21 22 33 29 69 9 4
4167,20 74 51 11 21 23 21 22 33 29 69 9 4
6215,7 8 50 21 22 33 31 36 9 4
9306,7 8 50 21 22 33 31 36 9 10
12321,7 8 50 88 32 21 22 49 9 4
20611,7 8 43 11 21 22 22 78 9 10
2827,1 17 21 32 33 34 33 38 9 4
10107,7 8 17 32 21 22 61 19
4166,20 74 51 11 21 23 21 22 33 29 69 9 10
4165,1 8 74 51 11 21 23 21 22 33 29 69 9 10
12322,7 8 50 88 32 21 22 49 9 10
20612,7 8 43 11 21 22 22 78 9 4
21548,7 8 41 17 11 47 48 57 9 10
18779,1 17 88 32 21 47 21 22 33 38 9 10
14750,20 51 17 21 22 61 19
4700,7 8 15 35 36 9 10
26706,1 8 11 21 21 21 21 32 33 34 33 38 9 10
4701,7 8 15 35 36 9 4
18380,1 8 39 11 11 21 22 22 12 9 10
11483,7 8 17 98 43 11 21 47 21 22 18 10
16830,20 73 32 21 22 61 75 18 42 9 10
7788,1 8 17 17 53 54 9 4
19839,1 8 35 23 24 22 33 29 69 9 10
20948,1 8 39 11 11 21 22 22 12 9 4
23190,7 8 17 41 42 9 10
7789,1 8 17 17 53 54 9 10
14552,20 11 32 21 22 12 40 9 4
3705,1 17 32 21 22 33 31 38 40 9 10
19550,7 8 50 47 21 22 22 33 29 18 9 4
25702,1 8 39 11 21 32 21 22 33 38 67 40 9 4
26718,7 8 68 28 32 33 22 12 40 9 4
14551,20 11 32 21 22 12 40 9 10
6816,20 28 30 31 9 10
7924,1 17 32 21 22 33 31 38 40 9 4
6815,20 28 30 31 9 4
10714,7 8 56 30 30 30 32 33 22 18 10
19840,1 8 35 23 24 22 33 29 69 9 4
24490,7 8 17 41 42 9 4
12956,20 39 74 75 19
5471,65 21 32 33 34 22 33 36 40 9 10
11768,1 8 39 11 21 22 22 12 40 9 10
9964,20 74 75 52 18 10
25000,1 8 39 11 21 22 22 12 40 9 4
26141,20 41 17 41 43 73 32 33 34 61 44 18 42 9 4
9216,7 8 39 11 12 99 40 9 4
2480,1 8 11 32 21 22 12 40 40 9 4
5472,65 21 32 33 34 22 33 36 40 9 4
15058,1 8 11 32 21 22 12 40 40 9 10
18047,1 8 43 17 51 52 99 100
26135,20 41 17 41 43 73 32 33 34 61 44 18 42 9 10
5725,1 8 50 47 48 33 29 99 44 75 9 10
25703,1 8 39 11 21 32 21 22 33 38 67 40 9 10
23251,1 8 41 43 43 68 69 9 10
22660,1 8 80 17 21 26 70 71 27 72 4
22602,1 8 73 32 21 47 21 22 61 76 19
13007,1 8 50 47 48 22 33 31 54 67 40 9 4
8413,1 8 43 11 47 48 36 9 4
79,7 8 13 32 33 12 9 4
24759,1 8 43 11 47 48 36 9 10
17458,7 8 39 56 30 103 32 33 22 49 9 10
15045,20 35 103 32 21 22 48 12 9 10
11296,1 17 21 32 33 34 33 38 9 10
13142,7 8 39 56 30 103 32 33 22 49 9 4
1310,1 8 41 28 32 33 62
25721,20 35 103 32 21 22 48 12 9 4
1817,7 8 39 11 12 44 40 9 10
19048,7 8 39 32 33 48 12 9 10
25992,1 8 98 11 21 22 113 22 18 10
11856,1 8 30 31 14 18 9 4
7008,7 8 39 21 21 22 48 12 9 10
3388,1 8 74 11 88 32 21 22 12 9 10
14744,7 8 35 32 33 22 12 81 9 4
10902,7 8 39 21 21 22 48 12 9 4
2934,7 8 43 11 21 23 21 22 12 9 10
21368,1 2 26 27 22 33 54 67 81 9 10
18228,1 8 17 21 23 21 22 18 9 4
5339,7 8 43 11 21 23 21 22 12 9 4
21367,1 2 26 27 22 33 54 67 81 9 4
25132,7 8 41 17 43 44 42 9 4
3387,1 8 74 11 88 32 21 22 12 9 4
8562,7 8 35 32 33 22 12 81 9 10
6820,7 8 13 32 33 12 9 10
5176,20 68 17 21 32 21 26 70 71 27 10
13039,1 8 50 21 32 21 47 21 22 33 29 40 9 4
1995,1 8 66 37 32 33 22 6 10
13040,1 8 50 21 32 21 47 21 22 33 29 40 9 10
8981,1 8 39 50 32 33 34 33 31 57 19
13218,1 8 17 28 30 31 14 18 10
3655,7 8 41 28 32 33 22 62
7573,7 8 50 47 48 22 33 31 36 9 4
10877,20 28 30 31 57 18 10
16105,1 8 39 17 47 21 22 18 9 4
8673,20 41 28 29 75 9 4
624,20 56 30 32 33 49 9 10
1591,20 63 21 22 18 19
1590,20 63 21 22 18 10
25413,1 8 41 42 75 44 19
625,20 56 30 32 33 49 9 4
21325,1 8 17 74 41 11 21 22 12 9 10
14629,7 8 116 21 23 21 22 78 9 4
15640,7 8 11 21 22 33 31 36 9 4
19742,1 8 50 21 32 21 22 33 31 14 40 9 4
19743,1 8 50 21 32 21 22 33 31 14 40 9 10
14311,7 8 50 21 32 33 34 33 38 40 9 4
8674,20 41 28 29 75 9 10
21326,1 8 17 74 41 11 21 22 12 9 4
10814,7 8 11 21 22 33 31 36 9 10
14312,7 8 50 21 32 33 34 33 38 40 9 10
14628,7 8 116 21 23 21 22 78 9 10
17495,1 8 60 17 11 21 22 18 9 10
16653,7 8 17 41 42 18 10
20736,20 11 21 32 33 34 62
20892,1 8 39 51 77 21 22 117 40 9 10
13468,1 8 39 51 77 21 22 117 40 9 4
8466,7 8 37 38 75 99 100
15836,1 8 50 47 48 33 31 29 69 9 10
16687,1 8 41 51 68 69 19
23633,20 39 37 38 40 40 9 10
13918,7 8 39 17 21 22 33 29 40 9 10
6498,7 8 13 23 24 22 33 31 14 18 10
23632,20 39 37 38 40 40 9 4
24915,1 8 60 17 21 22 18 18 10
20314,20 53 112 21 88 32 21 22 61 9 10
21175,7 8 66 77 21 22 33 54 67 9 10
26295,20 41 39 17 21 22 12 9 10
20315,20 53 112 21 88 32 21 22 61 9 4
1888,7 8 39 11 12 44 40 9 4
19047,7 8 39 32 33 48 12 9 4
22123,1 8 39 35 32 33 62
26294,20 41 39 17 21 22 12 9 4
4188,1 8 56 30 32 33 61 44 18 10
7810,7 8 58 47 48 22 12 40 9 4
21836,7 8 50 21 88 32 21 23 21 22 33 29 9 10
8767,65 21 22 33 29 9 4
7811,7 8 58 47 48 22 12 40 9 10
18346,7 8 66 77 21 22 33 54 67 9 4
24200,1 8 39 56 57 40 40 9 10
27045,7 8 50 21 88 32 21 23 21 22 33 29 9 4
25047,7 8 39 17 21 22 33 29 40 9 4
4515,1 8 17 13 14 19
12105,1 8 60 17 11 21 22 18 9 4
504,1 8 39 13 14 19
2492,1 8 74 56 109 32 33 22 18 10
25195,1 8 66 41 11 21 22 12 67 40 9 4
16263,20 43 39 11 21 47 21 32 33 34 22 18 10
23334,1 8 39 56 109 103 104 110 54 40 9 10
16515,1 8 11 12 99 75 19
13962,20 11 21 22 33 54 52 18 9 4
12159,1 8 39 56 57 40 40 9 4
15981,1 8 66 41 11 21 22 12 67 40 9 10
16264,20 43 39 11 21 47 21 32 33 34 22 18 19
4156,7 8 74 74 11 21 22 12 9 10
12596,20 28 32 33 22 117 9 4
12597,20 28 32 33 22 117 9 10
9113,7 8 11 12 75 44 9 10
19226,20 41 39 41 42 75 19
22134,1 8 35 32 21 47 21 22 33 29 9 4
17368,1 8 35 23 24 22 6 10
10713,7 8 17 21 32 21 22 18 19
9024,1 8 13 47 48 22 33 38 9 4
20087,7 8 43 11 21 22 33 31 57 9 4
8817,1 8 13 47 48 22 33 38 9 10
15249,1 8 43 17 21 22 49 9 4
10502,7 8 32 33 22 61 44 9 4
17173,7 8 17 21 32 21 22 24 14 52 9 10
16947,20 41 11 21 22 24 38 9 10
10712,7 8 17 21 32 21 22 18 10
20090,7 8 43 11 21 22 33 31 57 9 10
9114,7 8 11 12 75 44 9 4
20870,7 8 80 11 21 22 18 10
8000,1 8 41 17 41 74 43 44 42 18 10
23450,1 8 43 73 32 33 34 33 31 29 9 4
4157,7 8 74 74 11 21 22 12 9 4
19392,97 98 99 69 9 10
25479,7 8 51 13 32 33 18 10
19393,97 98 99 69 9 4
5270,1 8 39 17 21 22 48 12 9 4
24082,20 41 17 41 42 75 9 10
23351,1 8 41 35 23 24 22 12 9 10
18598,1 8 66 77 78 52 67 9 10
26272,1 8 39 40 52 42 9 10
26398,7 8 17 21 32 21 22 24 14 52 9 4
4875,1 8 53 54 75 19
10503,7 8 32 33 22 61 44 9 10
5269,1 8 39 17 21 22 48 12 9 10
23991,1 8 66 77 78 52 67 9 4
18511,20 43 44 44 75 42 19
23517,1 8 50 47 21 22 22 18 19
9566,7 8 66 53 30 31 57 67 40 9 4
26273,1 8 39 40 52 42 9 4
12102,7 8 66 53 30 31 57 67 40 9 10
12027,20 11 21 88 32 88 32 21 22 18 19
13332,20 11 21 22 24 31 14 81 9 4
12026,20 11 21 88 32 88 32 21 22 18 10
19031,1 8 53 112 21 22 49 9 10
23516,1 8 50 47 21 22 22 18 10
25863,7 8 39 39 37 32 33 22 12 40 40 9 10
18247,20 13 103 104 14 40 9 4
1544,7 8 43 53 54 9 10
23392,1 8 35 114 115 40 9 10
10235,1 8 13 23 24 22 33 14 40 9 10
26924,7 8 80 37 38 81 9 4
24078,20 39 41 37 47 48 49 9 4
18248,20 13 103 104 14 40 9 10
17131,1 8 13 23 24 22 33 14 40 9 4
1792,1 8 17 17 21 22 61 19
10202,7 8 50 47 48 64 9 10
25128,7 8 43 53 54 9 4
3330,20 51 41 42 42 9 10
22948,1 8 98 28 30 31 14 9 4
18458,1 8 11 11 11 11 11 21 22 12 9 10
3204,7 8 50 47 48 64 9 4
18554,1 8 11 11 11 11 11 21 22 12 9 4
17539,1 8 98 28 30 31 14 9 10
6325,7 8 43 17 21 32 33 34 22 33 31 29 9 4
3331,20 51 41 42 42 9 4
7018,20 51 11 21 22 117 40 9 4
21081,1 8 39 43 43 11 21 22 12 9 4
15882,1 8 98 51 11 21 22 12 9 10
8613,1 8 39 43 43 11 21 22 12 9 10
20851,1 17 18 130 9 4
7978,7 8 68 28 32 33 22 12 9 10
25829,1 8 98 51 11 21 22 12 9 4
10469,1 8 43 39 13 14 40 9 4
5403,1 8 41 35 32 33 18 10
6037,7 8 68 28 32 33 22 12 9 4
3283,1 8 53 54 76 19
9638,20 43 39 17 21 22 18 10
2412,20 41 43 11 21 32 33 34 22 12 9 4
24225,1 8 39 17 11 21 22 33 38 9 4
2413,20 41 43 11 21 32 33 34 22 12 9 10
16024,1 8 28 112 21 22 61 19
3909,1 8 35 36 67 40 9 4
3910,1 8 35 36 67 40 9 10
3609,1 8 58 47 48 22 49 9 4
10499,1 8 43 39 13 14 40 9 10
24548,7 8 35 103 11 112 21 22 33 12 9 4
3610,1 8 58 47 48 22 49 9 10
16948,20 41 11 21 22 24 38 9 4
20852,1 17 18 130 9 10
11349,7 8 39 17 47 21 26 70 71 27 72 4
22606,7 8 74 11 21 22 113 22 12 9 4
24532,1 17 21 32 21 22 49 9 4
14513,1 8 17 51 17 53 112 21 22 18 10
25560,7 2 26 27 22 33 14 9 10
7019,20 51 11 21 22 117 40 9 10
10479,1 8 39 51 11 21 22 33 29 9 4
25559,7 2 26 27 22 33 14 9 4
14097,7 8 43 68 11 21 22 12 9 10
13022,7 8 53 32 21 22 49 9 10
19917,1 8 41 17 41 42 18 42 9 10
22800,7 8 50 88 32 32 47 21 22 33 36 9 10
3667,1 8 56 30 31 57 9 10
13577,7 8 66 74 43 17 21 22 61 19
19901,7 8 50 21 22 78 9 4
23294,7 8 50 88 32 32 47 21 22 33 36 9 4
19902,7 8 50 21 22 78 9 10
26925,7 8 80 37 38 81 9 10
10098,1 8 56 30 31 57 9 4
10478,1 8 39 51 11 21 22 33 29 9 10
19919,1 8 41 17 41 42 18 42 9 4
19354,1 8 39 11 12 69 44 40 40 9 4
6865,7 8 51 28 29 9 4
14081,1 8 43 73 21 32 33 34 22 49 9 10
6774,1 17 18 40 40 9 4
10451,20 68 28 32 33 12 9 4
15168,1 8 39 11 12 69 44 40 40 9 10
21475,7 8 39 28 30 32 33 22 18 10
73,7 8 15 11 21 22 12 16 9 4
21668,7 8 43 39 56 32 33 22 12 9 4
20683,1 17 18 29 40 9 4
2132,1 8 107 32 33 61 9 4
17770,1 8 13 14 81 44 9 10
20684,1 17 18 29 40 9 10
14943,1 8 107 32 33 61 9 10
25916,1 8 56 30 31 57 18 10
7545,20 74 43 11 21 32 21 22 33 36 9 4
13091,1 8 39 98 28 30 32 33 22 18 19
7546,20 74 43 11 21 32 21 22 33 36 9 10
25681,1 8 17 21 32 88 32 21 22 33 57 9 10
24105,1 8 17 21 32 88 32 21 22 33 57 9 4
6457,20 73 32 47 21 26 70 71 27 72 4
17771,1 8 13 14 81 44 9 4
4091,20 41 39 17 21 22 61 19
21272,7 8 11 12 52 75 18 10
5438,1 17 18 40 40 9 10
6504,20 35 32 33 61 76 19
7478,20 68 28 32 33 12 9 10
13090,1 8 39 98 28 30 32 33 22 18 10
112,7 8 39 28 29 40 9 10
13018,20 74 53 54 9 4
3182,1 8 39 35 32 33 22 12 40 9 4
2117,20 41 17 43 44 18 42 9 10
19806,20 56 23 24 22 12 40 9 4
3183,1 8 39 35 32 33 22 12 40 9 10
11267,1 8 53 54 52 44 9 4
